doy,Lai_500m
1,0.7522045134632294
5,1.2740453162602636
9,1.124855832538714
13,0.8886527721019011
17,0.8999818371702367
21,0.509526404213825
25,1.5752531444398754
29,1.4657085773963532
33,1.7347000862733633
37,1.2756345638651188
41,0.9197021295918607
45,0.7684239204468182
49,0.9059210825046455
53,1.0926031875766895
57,0.5506606729328749
61,0.1046406030059431
65,0.6678563320165372
69,0.5156972256277755
73,0.5106615810743353
77,0.7747854515733643
81,0.8265404349997332
85,0.8328383962221579
89,0.2961131544295221
93,0.9848476592653663
97,0.49751169232171494
101,0.8895654542978253
105,1.1341370385506042
109,1.6567770058574922
113,1.2079326159015535
117,1.1261317713298349
121,1.3894065295373037
125,2.7158788539254752
129,2.0536847840893553
133,3.366158107433111
137,3.215697225627739
141,3.9558824864913857
145,3.414789084139261
149,2.5969985923805985
153,3.6596830586205007
157,4.27267856332015
161,2.9546791990192087
165,1.9447078054760902
169,3.601888934295917
173,4.734227852699454
177,5.183848703628069
181,5.026962720791907
185,4.49316169459205
189,3.23318803069522
193,2.652476955909729
197,2.2660037233801
201,2.204831312718519
205,3.465595059710284
209,2.195491077509821
213,2.2736003269309046
217,2.8250828679108415
221,2.0549153158061437
225,1.6779457839530805
229,0.9534622894247401
233,1.6047632021068343
237,1.5874086182626084
241,3.643468192344336
245,3.2424601552922048
249,2.5015120555781873
253,2.5586114516641296
257,1.2691095672706227
261,1.763819643100374
265,3.02359805657728
269,2.770662489215869
273,1.9226899150887422
277,1.8300640239749135
281,2.3946465059256417
285,1.4580075375742427
289,1.9752031966580441
293,1.7800572129137886
297,1.7369386550424515
301,2.0236797893111853
305,2.3396449166779822
309,0.8774190618898658
313,1.5063433682967748
317,2.224033964491585
321,2.7641147890841045
325,1.387177042183155
329,0.8241838078372943
333,1.0371747718294653
337,1.4310357353674967
341,1.346560414112511
345,0.8993143531762057
349,0.6819007401353473
353,0.9216637152068383
357,0.9481723652544215
361,0.7915043363756536
365,0.992585024746828
